RSI5,RSI30,CCI,GRID_SIZE,GRID_DISTANCE,PROFIT_TARGET,OFFSET,Trades,ProfitNet,ActualCash
40,55,-200,20,0.08,0.008,0.0005,4,26.7233,10026.72
40,45,-50,10,0.08,0.004,0.001,6,19.0345,10019.03
45,55,0,15,0.08,0.006,0.0001,1,-61.7949,9938.21
45,45,50,10,0.08,0.008,0.0005,1,-63.5825,9936.42
50,45,-50,15,0.08,0.002,0.0005,8,8.6166,10008.62
45,40,50,30,0.08,0.002,0.001,5,9.4895,10009.49
45,55,-150,30,0.08,0.006,0.0005,1,-12.9516,9987.05
40,60,100,10,0.08,0.006,0.001,3,-34.3591,9965.64
45,55,100,15,0.08,0.008,0.0005,4,-42.1459,9957.85
45,40,100,15,0.08,0.002,0.001,5,18.979,10018.98
50,55,-50,30,0.08,0.004,0.0001,1,-14.5571,9985.44
45,50,-50,20,0.08,0.006,0.0005,1,-19.4274,9980.57
45,60,-100,30,0.08,0.008,0.0005,1,-14.4295,9985.57
50,55,-50,20,0.08,0.006,0.0001,1,-21.8356,9978.16
40,60,0,15,0.08,0.008,0.001,1,-58.3654,9941.63
45,50,-50,10,0.08,0.004,0.0005,1,-38.8548,9961.15
50,45,-150,10,0.08,0.004,0.001,5,17.5726,10017.57
50,60,100,10,0.08,0.008,0.0001,2,-134.4321,9865.57
50,45,-150,20,0.08,0.004,0.0005,4,0.6022,10000.6
45,40,50,15,0.08,0.008,0.001,4,35.4696,10035.47
45,40,50,15,0.08,0.006,0.0001,5,36.6802,10036.68
40,40,-100,30,0.08,0.008,0.001,4,17.7348,10017.73
50,60,-200,25,0.08,0.004,0.0005,4,1.4514,10001.45
45,40,-100,20,0.08,0.004,0.0005,5,15.9244,10015.92
40,40,-150,10,0.08,0.006,0.0001,5,55.1902,10055.19
50,50,-200,30,0.08,0.006,0.0001,4,4.9328,10004.93
40,40,100,25,0.08,0.004,0.001,4,12.5187,10012.52
50,45,50,25,0.08,0.008,0.001,1,-25.0453,9974.95
45,60,0,30,0.08,0.002,0.0005,2,-13.7349,9986.27
45,40,0,10,0.08,0.004,0.0005,5,31.8488,10031.85
50,60,-100,30,0.08,0.006,0.001,1,-14.2699,9985.73
50,45,50,30,0.08,0.004,0.001,6,6.3448,10006.34
45,45,100,10,0.08,0.006,0.0001,4,9.3878,10009.39
40,60,-150,30,0.08,0.006,0.0001,1,-12.7899,9987.21
50,55,50,10,0.08,0.002,0.001,7,-21.1101,9978.89
40,60,100,15,0.08,0.002,0.0005,5,-24.7161,9975.28
40,50,0,25,0.08,0.004,0.0005,1,-15.194,9984.81
40,45,100,15,0.08,0.004,0.0001,4,-2.0676,9997.93
40,40,50,15,0.08,0.008,0.0005,4,3.4038,10003.4
45,45,-200,10,0.08,0.008,0.0005,4,53.4466,10053.45
45,55,0,10,0.08,0.008,0.001,1,-90.974,9909.03
40,40,0,20,0.08,0.008,0.0001,4,1.1517,10001.15
50,45,-100,10,0.08,0.006,0.0005,4,10.5037,10010.5
50,60,50,25,0.08,0.002,0.001,7,-9.9335,9990.07
40,50,-50,30,0.08,0.006,0.001,1,-12.5011,9987.5
40,45,50,15,0.08,0.006,0.0001,4,6.2585,10006.26
45,40,50,15,0.08,0.004,0.001,4,20.8646,10020.86
45,45,-100,25,0.08,0.002,0.0001,7,6.0742,10006.07
50,50,-100,20,0.08,0.008,0.0005,1,-19.4274,9980.57
40,55,-100,30,0.08,0.008,0.0005,1,-13.0602,9986.94
40,55,100,20,0.08,0.002,0.0001,5,-14.1685,9985.83
40,50,0,10,0.08,0.002,0.001,6,-9.917,9990.08
50,55,-150,20,0.08,0.006,0.0005,1,-19.4274,9980.57
45,50,-200,30,0.08,0.008,0.0001,4,17.0083,10017.01
50,40,-100,20,0.08,0.004,0.0005,5,15.9244,10015.92
45,60,50,20,0.08,0.006,0.0001,3,-30.7216,9969.28
45,40,-100,15,0.08,0.002,0.0001,6,18.7426,10018.74
40,55,-150,20,0.08,0.004,0.0001,1,-19.1849,9980.82
45,40,-200,10,0.08,0.004,0.001,4,22.766,10022.77
45,60,-100,25,0.08,0.008,0.001,1,-17.1239,9982.88
50,45,100,25,0.08,0.008,0.001,1,-25.0453,9974.95
45,45,0,15,0.08,0.002,0.001,8,7.6798,10007.68
40,50,-150,25,0.08,0.006,0.0005,1,-15.194,9984.81
45,60,-200,30,0.08,0.006,0.001,4,2.1165,10002.12
50,55,100,20,0.08,0.002,0.0005,5,-16.5299,9983.47
40,50,50,15,0.08,0.002,0.0005,9,4.3775,10004.38
50,50,50,10,0.08,0.008,0.0005,2,-20.4287,9979.57
45,50,50,15,0.08,0.004,0.0001,2,-22.1621,9977.84
50,40,100,10,0.08,0.004,0.001,4,31.2968,10031.3
45,50,-200,30,0.08,0.006,0.001,4,2.1165,10002.12
40,45,50,15,0.08,0.006,0.0005,4,7.595,10007.6
45,50,0,30,0.08,0.004,0.0005,1,-12.9516,9987.05
40,40,-150,30,0.08,0.006,0.0001,5,18.3967,10018.4
50,60,50,10,0.08,0.002,0.001,7,-24.8336,9975.17
50,40,-50,15,0.08,0.004,0.0001,5,20.6646,10020.66
40,50,-100,30,0.08,0.004,0.0005,1,-12.6616,9987.34
50,50,-50,15,0.08,0.008,0.001,1,-25.5825,9974.42
45,50,-150,15,0.08,0.006,0.0005,1,-25.9032,9974.1
45,40,-200,25,0.08,0.008,0.001,4,17.6257,10017.63
50,60,0,25,0.08,0.008,0.0001,1,-37.5498,9962.45
45,50,-50,10,0.08,0.002,0.0005,2,-32.9429,9967.06
45,50,-150,25,0.08,0.006,0.0005,1,-15.5419,9984.46
40,50,-200,25,0.08,0.008,0.001,4,8.0136,10008.01
40,60,-50,30,0.08,0.006,0.0005,1,-13.0602,9986.94
45,60,-150,15,0.08,0.008,0.0005,1,-25.9032,9974.1
40,40,-50,20,0.08,0.002,0.0005,6,14.1049,10014.1
50,40,100,25,0.08,0.004,0.0001,5,12.3988,10012.4
45,45,-100,25,0.08,0.008,0.001,1,-25.0453,9974.95
40,60,-100,15,0.08,0.002,0.0005,6,-2.0946,9997.91
40,45,-150,25,0.08,0.002,0.0005,6,5.9349,10005.93
45,60,-200,15,0.08,0.008,0.001,4,13.356,10013.36
45,40,100,15,0.08,0.004,0.0001,5,20.6646,10020.66
45,50,100,25,0.08,0.006,0.001,2,-12.5885,9987.41
40,50,-150,30,0.08,0.006,0.0005,1,-12.6616,9987.34
40,50,50,10,0.08,0.004,0.001,2,-33.0796,9966.92
40,40,100,10,0.08,0.008,0.001,4,53.2044,10053.2
40,40,50,10,0.08,0.004,0.0005,5,31.8488,10031.85
45,40,100,20,0.08,0.008,0.0001,4,1.1517,10001.15
45,60,0,15,0.08,0.004,0.0001,2,-26.269,9973.73
40,50,-150,30,0.08,0.004,0.0001,1,-12.7899,9987.21
40,45,100,15,0.08,0.004,0.0005,4,-1.0012,9999.0
50,50,-150,15,0.08,0.004,0.0005,1,-25.9032,9974.1
50,40,-50,15,0.08,0.008,0.001,4,35.4696,10035.47
50,55,-150,30,0.08,0.002,0.0005,6,-1.7296,9998.27
45,50,0,10,0.08,0.004,0.0001,1,-39.2393,9960.76
50,60,0,10,0.08,0.006,0.0001,1,-93.8744,9906.13
45,50,-150,25,0.08,0.004,0.0001,1,-15.6957,9984.3
50,40,-50,25,0.08,0.008,0.0001,4,0.9213,10000.92
45,55,-150,15,0.08,0.002,0.0005,6,-3.4592,9996.54
50,45,-50,10,0.08,0.008,0.001,1,-62.6133,9937.39
40,55,-200,10,0.08,0.004,0.001,5,19.8721,10019.87
50,55,-100,25,0.08,0.002,0.001,1,-17.1239,9982.88
40,45,100,20,0.08,0.006,0.0005,4,5.6963,10005.7
45,60,-50,30,0.08,0.002,0.0001,1,-14.5571,9985.44
45,50,100,25,0.08,0.006,0.0005,2,-12.9824,9987.02
45,40,-50,10,0.08,0.008,0.001,4,53.2044,10053.2
40,40,0,20,0.08,0.004,0.0005,5,15.9244,10015.92
50,55,-200,25,0.08,0.004,0.0001,4,0.8107,10000.81
40,60,-150,25,0.08,0.004,0.0001,1,-15.3479,9984.65
45,55,0,20,0.08,0.006,0.001,2,-18.1964,9981.8
45,55,0,25,0.08,0.006,0.0001,1,-37.0769,9962.92
40,60,0,15,0.08,0.002,0.001,2,-29.4881,9970.51
45,50,-200,20,0.08,0.006,0.0005,4,2.1726,10002.17
40,45,100,20,0.08,0.008,0.0001,1,-32.1785,9967.82
45,50,-150,10,0.08,0.008,0.0001,1,-39.2393,9960.76
50,40,0,15,0.08,0.006,0.001,4,24.7267,10024.73
45,45,100,30,0.08,0.008,0.0005,1,-21.1942,9978.81
50,60,-100,15,0.08,0.002,0.0005,1,-28.859,9971.14
45,50,50,15,0.08,0.008,0.0001,2,-14.4137,9985.59
45,40,-100,25,0.08,0.004,0.0005,5,12.7395,10012.74
40,55,0,30,0.08,0.006,0.0001,1,-29.7565,9970.24
40,50,-100,25,0.08,0.004,0.0005,1,-15.194,9984.81
50,45,100,15,0.08,0.004,0.001,6,12.6897,10012.69
40,45,50,20,0.08,0.006,0.0001,4,4.6939,10004.69
50,50,100,30,0.08,0.008,0.0001,2,-7.2069,9992.79
50,45,0,20,0.08,0.006,0.0005,4,5.6963,10005.7
40,40,-100,30,0.08,0.006,0.0001,5,18.3401,10018.34
50,60,-150,30,0.08,0.004,0.001,1,-12.7912,9987.21
50,55,100,25,0.08,0.002,0.0005,5,-13.2239,9986.78
40,60,50,15,0.08,0.004,0.0001,5,-13.9138,9986.09
40,50,-50,10,0.08,0.008,0.001,1,-37.5034,9962.5
50,45,-200,10,0.08,0.004,0.001,5,18.7371,10018.74
40,60,-200,10,0.08,0.002,0.0005,6,14.6095,10014.61
50,55,-150,20,0.08,0.002,0.001,5,-3.274,9996.73
50,40,50,25,0.08,0.004,0.0005,5,12.7395,10012.74
40,60,-200,15,0.08,0.004,0.001,5,13.2481,10013.25
50,45,-50,10,0.08,0.004,0.0001,4,-3.1014,9996.9
40,60,-150,20,0.08,0.004,0.001,1,-18.7517,9981.25
40,60,-50,30,0.08,0.002,0.0001,1,-13.1883,9986.81
50,50,-150,20,0.08,0.002,0.0005,6,-2.5944,9997.41
50,55,-50,20,0.08,0.008,0.0005,1,-21.6443,9978.36
50,45,0,15,0.08,0.008,0.0005,1,-42.3883,9957.61
40,40,-200,15,0.08,0.008,0.001,4,29.3761,10029.38
50,55,-50,10,0.08,0.002,0.0001,1,-43.6712,9956.33
40,50,50,25,0.08,0.008,0.0001,2,-8.3004,9991.7
40,50,-50,25,0.08,0.006,0.001,1,-15.0014,9985.0
50,60,-100,15,0.08,0.004,0.0005,1,-28.859,9971.14
50,45,100,30,0.08,0.008,0.0005,1,-21.1942,9978.81
40,55,-100,30,0.08,0.002,0.0005,6,-1.0473,9998.95
40,50,-150,10,0.08,0.002,0.0001,6,-1.2687,9998.73
50,50,-50,30,0.08,0.008,0.0001,1,-13.0798,9986.92
40,50,-50,30,0.08,0.008,0.001,1,-12.5011,9987.5
40,40,-100,10,0.08,0.002,0.0005,6,28.2097,10028.21
45,45,100,30,0.08,0.006,0.0001,4,3.1293,10003.13
50,60,-100,25,0.08,0.006,0.0001,1,-17.4685,9982.53
50,45,-50,15,0.08,0.008,0.001,1,-41.7422,9958.26
45,45,-100,15,0.08,0.002,0.0001,7,10.1236,10010.12
40,40,-100,10,0.08,0.008,0.0001,4,2.3033,10002.3
40,55,-100,25,0.08,0.008,0.001,1,-15.4799,9984.52
45,40,-150,15,0.08,0.002,0.0005,5,18.0856,10018.09
40,45,-200,10,0.08,0.008,0.0001,4,51.0249,10051.02
40,50,-50,15,0.08,0.006,0.0001,1,-25.5798,9974.42
45,55,-150,20,0.08,0.004,0.0005,1,-19.4274,9980.57
50,40,-150,30,0.08,0.002,0.0005,5,9.0428,10009.04
40,50,-150,20,0.08,0.006,0.0005,1,-18.9924,9981.01
50,60,0,20,0.08,0.004,0.0001,2,-20.8818,9979.12
45,60,-100,10,0.08,0.002,0.0005,1,-43.2885,9956.71
45,55,50,15,0.08,0.002,0.0001,6,-20.4705,9979.53
50,60,0,25,0.08,0.004,0.001,2,-15.9998,9984.0
50,40,-200,10,0.08,0.004,0.0005,5,25.5757,10025.58
50,45,0,10,0.08,0.004,0.0001,4,-3.1014,9996.9
40,50,-200,30,0.08,0.004,0.001,5,6.624,10006.62
45,55,50,25,0.08,0.006,0.0001,4,-22.6768,9977.32
45,60,50,25,0.08,0.008,0.001,3,-22.4373,9977.56
40,60,-100,15,0.08,0.002,0.001,7,-0.347,9999.65
50,60,100,10,0.08,0.004,0.001,5,-17.3857,9982.61
50,40,-150,10,0.08,0.008,0.001,4,62.1392,10062.14
50,55,-200,30,0.08,0.002,0.0001,5,1.8594,10001.86
45,55,100,20,0.08,0.006,0.001,3,-16.7166,9983.28
40,40,0,15,0.08,0.004,0.0001,5,20.6646,10020.66
40,45,-150,15,0.08,0.006,0.0001,5,7.359,10007.36
45,60,-100,15,0.08,0.008,0.001,1,-28.5398,9971.46
45,50,50,30,0.08,0.002,0.001,9,2.3308,10002.33
45,55,-100,15,0.08,0.002,0.0001,1,-29.1142,9970.89
40,50,-200,25,0.08,0.006,0.001,4,2.5397,10002.54
45,60,-50,30,0.08,0.006,0.001,1,-14.2699,9985.73
45,55,0,20,0.08,0.008,0.0001,1,-46.3461,9953.65
40,45,-50,10,0.08,0.002,0.001,8,13.745,10013.75
40,45,0,10,0.08,0.002,0.0005,8,12.8277,10012.83
45,45,-150,30,0.08,0.008,0.0005,1,-21.7079,9978.29
40,50,100,15,0.08,0.004,0.0001,2,-21.5824,9978.42
40,45,-150,30,0.08,0.008,0.0005,1,-21.7079,9978.29
40,50,-50,15,0.08,0.002,0.0005,5,-5.8154,9994.18
45,40,-100,20,0.08,0.006,0.001,4,18.545,10018.55
50,50,-50,25,0.08,0.006,0.0001,1,-15.6957,9984.3
50,40,0,30,0.08,0.004,0.0005,5,10.6163,10010.62
45,45,-100,15,0.08,0.008,0.001,1,-41.7422,9958.26
45,50,-50,10,0.08,0.002,0.0001,2,-33.7298,9966.27
50,40,-100,20,0.08,0.002,0.001,5,14.2342,10014.23
45,40,50,15,0.08,0.004,0.0001,5,20.6646,10020.66
50,45,50,30,0.08,0.002,0.0001,8,5.3172,10005.32
45,60,100,10,0.08,0.002,0.0005,5,-32.8415,9967.16
45,55,-100,25,0.08,0.006,0.001,1,-17.1239,9982.88
50,50,0,30,0.08,0.008,0.0001,1,-13.0798,9986.92
50,55,-150,15,0.08,0.002,0.0005,6,-3.4592,9996.54
50,40,50,15,0.08,0.004,0.0005,5,21.2325,10021.23
40,60,-150,15,0.08,0.008,0.0001,1,-25.5798,9974.42
45,55,-100,25,0.08,0.006,0.0005,1,-17.3154,9982.68
45,55,50,25,0.08,0.004,0.0001,5,-9.4881,9990.51
40,60,-50,10,0.08,0.008,0.001,1,-38.6997,9961.3
45,55,-200,20,0.08,0.004,0.001,5,8.2412,10008.24
45,45,0,15,0.08,0.004,0.0005,4,-1.0012,9999.0
45,55,50,30,0.08,0.006,0.0005,5,-6.1885,9993.81
45,50,50,20,0.08,0.002,0.001,9,3.4962,10003.5
45,55,-200,25,0.08,0.008,0.001,4,8.0136,10008.01
40,45,50,30,0.08,0.008,0.0005,1,-21.1942,9978.81
45,45,-200,25,0.08,0.004,0.0005,4,0.7401,10000.74
45,55,-100,15,0.08,0.004,0.0005,1,-28.859,9971.14
50,45,-50,25,0.08,0.008,0.001,1,-25.0453,9974.95
40,60,100,30,0.08,0.002,0.0001,5,-12.6434,9987.36
45,50,-100,10,0.08,0.006,0.0001,1,-39.2393,9960.76
40,50,100,30,0.08,0.002,0.001,10,3.6881,10003.69
45,60,-150,25,0.08,0.008,0.0001,1,-15.6957,9984.3
40,45,-100,10,0.08,0.008,0.0001,1,-64.3571,9935.64
50,50,-50,25,0.08,0.002,0.001,3,-12.1498,9987.85
40,45,0,25,0.08,0.004,0.0001,4,-1.2406,9998.76
50,50,-100,25,0.08,0.006,0.001,1,-15.3495,9984.65
45,55,-100,30,0.08,0.008,0.0001,1,-14.5571,9985.44
40,45,100,10,0.08,0.008,0.001,1,-62.6133,9937.39
45,50,-150,30,0.08,0.004,0.0005,1,-12.9516,9987.05
40,50,-50,25,0.08,0.008,0.0001,1,-15.3479,9984.65
50,40,50,30,0.08,0.008,0.0001,4,0.7678,10000.77
40,45,-150,10,0.08,0.008,0.001,1,-64.1552,9935.84
50,45,-50,10,0.08,0.004,0.0005,4,-1.5018,9998.5
50,40,100,25,0.08,0.004,0.0005,5,12.7395,10012.74
50,40,100,25,0.08,0.004,0.001,4,12.5187,10012.52
45,45,-50,10,0.08,0.002,0.0001,8,15.0194,10015.02
40,50,-100,25,0.08,0.004,0.001,1,-15.0014,9985.0
50,50,-150,30,0.08,0.006,0.0001,1,-13.0798,9986.92
45,45,100,15,0.08,0.004,0.0005,4,-1.0012,9999.0
45,55,-150,25,0.08,0.006,0.001,1,-15.3495,9984.65
40,45,-200,10,0.08,0.002,0.0005,6,14.6095,10014.61
50,50,-200,20,0.08,0.008,0.001,4,27.3344,10027.33
45,45,-200,25,0.08,0.004,0.0001,4,1.0973,10001.1
45,45,100,10,0.08,0.002,0.0001,8,15.0194,10015.02
50,60,-200,10,0.08,0.004,0.0001,4,2.0268,10002.03
50,45,-150,30,0.08,0.006,0.0001,5,3.8568,10003.86
45,60,100,15,0.08,0.004,0.0005,5,-10.8457,9989.15
40,60,-150,10,0.08,0.002,0.001,5,-6.2121,9993.79
40,55,-200,10,0.08,0.006,0.0005,4,4.3452,10004.35
45,60,-100,30,0.08,0.002,0.001,1,-14.2699,9985.73
40,60,-100,25,0.08,0.002,0.0005,6,-1.2568,9998.74
40,50,-200,25,0.08,0.008,0.0005,4,21.3786,10021.38
45,45,50,30,0.08,0.002,0.0001,8,5.0065,10005.01
50,40,50,30,0.08,0.006,0.001,4,12.3633,10012.36
45,50,-150,10,0.08,0.008,0.001,1,-38.3737,9961.63
40,50,-150,25,0.08,0.004,0.001,1,-15.0014,9985.0
50,55,50,20,0.08,0.006,0.0001,4,-30.109,9969.89
50,45,-150,15,0.08,0.008,0.001,1,-42.7702,9957.23
40,60,-100,30,0.08,0.004,0.0005,1,-13.0602,9986.94
45,55,-100,20,0.08,0.008,0.001,1,-21.4048,9978.6
50,40,100,20,0.08,0.008,0.001,4,26.6022,10026.6
50,40,100,10,0.08,0.002,0.0001,6,28.114,10028.11
40,40,-50,20,0.08,0.008,0.001,4,26.6022,10026.6
45,40,-150,20,0.08,0.006,0.0001,5,30.0698,10030.07
50,50,-150,10,0.08,0.006,0.0001,1,-39.2393,9960.76
40,55,-50,25,0.08,0.002,0.0005,5,-3.9881,9996.01
45,40,-100,15,0.08,0.006,0.0001,5,36.6802,10036.68
45,45,-200,10,0.08,0.008,0.001,4,20.0339,10020.03
45,45,0,15,0.08,0.008,0.001,1,-41.7422,9958.26
45,45,50,30,0.08,0.006,0.0005,4,3.7975,10003.8
40,40,-200,30,0.08,0.002,0.001,5,6.0555,10006.06
50,50,-50,25,0.08,0.006,0.0005,1,-15.5419,9984.46
40,50,50,20,0.08,0.008,0.0001,2,-10.3755,9989.62
50,45,-200,15,0.08,0.006,0.0005,4,3.0522,10003.05
45,50,50,25,0.08,0.006,0.0005,2,-12.9824,9987.02
40,45,-100,20,0.08,0.006,0.0001,4,4.2497,10004.25
40,50,50,15,0.08,0.008,0.0005,2,-13.0392,9986.96
40,40,0,10,0.08,0.008,0.001,4,53.2044,10053.2
40,45,50,20,0.08,0.006,0.0005,4,5.6963,10005.7
50,40,-100,20,0.08,0.002,0.0005,6,14.8596,10014.86
40,60,-150,15,0.08,0.008,0.0005,1,-25.3233,9974.68
45,50,-100,15,0.08,0.008,0.0001,1,-26.1595,9973.84
45,55,-150,15,0.08,0.006,0.0005,1,-25.9032,9974.1
50,45,0,20,0.08,0.008,0.0001,1,-32.1785,9967.82
45,45,0,20,0.08,0.006,0.001,4,6.6077,10006.61
50,60,-150,15,0.08,0.002,0.0001,6,-1.4414,9998.56
45,50,-150,20,0.08,0.006,0.0005,1,-19.4274,9980.57
45,45,-200,20,0.08,0.006,0.001,4,3.1747,10003.17
50,55,0,25,0.08,0.008,0.001,1,-36.3896,9963.61
50,45,-200,20,0.08,0.004,0.001,5,9.3685,10009.37
40,45,0,20,0.08,0.008,0.001,1,-31.3066,9968.69
40,45,-200,10,0.08,0.008,0.0005,4,53.4466,10053.45
40,55,-200,15,0.08,0.002,0.001,6,11.2834,10011.28
50,55,100,10,0.08,0.002,0.0005,5,-33.0598,9966.94
40,40,100,25,0.08,0.008,0.001,4,21.2817,10021.28
40,45,0,10,0.08,0.006,0.001,4,13.2154,10013.22
45,40,-100,10,0.08,0.008,0.0001,4,2.3033,10002.3
45,55,0,20,0.08,0.004,0.001,2,-19.4916,9980.51
45,55,-150,30,0.08,0.004,0.001,1,-12.7912,9987.21
50,55,-100,10,0.08,0.008,0.0005,1,-43.2885,9956.71
50,50,-50,10,0.08,0.004,0.0005,1,-38.8548,9961.15
45,55,-200,20,0.08,0.006,0.001,4,3.1747,10003.17
45,40,-100,15,0.08,0.004,0.001,4,20.8646,10020.86
40,60,-150,20,0.08,0.002,0.0005,6,-1.8612,9998.14
45,60,100,30,0.08,0.008,0.0001,2,-44.8107,9955.19
40,50,-150,20,0.08,0.006,0.001,1,-18.7517,9981.25
50,50,-100,10,0.08,0.006,0.0001,1,-39.2393,9960.76
50,55,0,15,0.08,0.004,0.001,2,-25.9888,9974.01
40,50,-150,10,0.08,0.006,0.001,1,-37.5034,9962.5
45,40,-50,25,0.08,0.004,0.0005,5,12.7395,10012.74
50,60,-150,20,0.08,0.004,0.0005,1,-19.4274,9980.57
50,40,-150,30,0.08,0.006,0.001,4,11.7887,10011.79
45,45,-200,10,0.08,0.006,0.0001,4,14.5653,10014.57
50,50,50,30,0.08,0.002,0.0005,5,-8.0506,9991.95
50,55,-100,15,0.08,0.004,0.0001,1,-29.1142,9970.89
45,50,0,30,0.08,0.008,0.0001,1,-13.0798,9986.92
40,45,-200,20,0.08,0.004,0.0005,4,0.9251,10000.93
40,40,-150,10,0.08,0.002,0.001,4,23.6313,10023.63
40,55,100,30,0.08,0.006,0.0001,4,-18.8464,9981.15
45,40,100,10,0.08,0.008,0.0001,4,2.3033,10002.3
40,60,-200,30,0.08,0.002,0.001,6,5.6417,10005.64
40,50,0,25,0.08,0.006,0.001,1,-15.0014,9985.0
40,60,100,30,0.08,0.004,0.001,3,-11.7159,9988.28
45,40,0,20,0.08,0.006,0.0005,5,20.945,10020.95
50,45,100,10,0.08,0.006,0.0001,4,9.3878,10009.39
50,60,-150,10,0.08,0.002,0.0005,6,-5.1887,9994.81
40,40,-150,10,0.08,0.004,0.0001,5,30.6826,10030.68
45,60,0,30,0.08,0.006,0.0001,1,-31.2915,9968.71
45,55,-100,25,0.08,0.008,0.001,1,-17.1239,9982.88
40,55,-100,30,0.08,0.008,0.001,1,-12.8999,9987.1
40,50,-50,25,0.08,0.002,0.001,6,-2.9054,9997.09
45,50,-100,30,0.08,0.006,0.0001,1,-13.0798,9986.92
50,40,-100,25,0.08,0.006,0.0001,5,22.0081,10022.01
50,50,-200,10,0.08,0.004,0.0001,4,2.0268,10002.03
45,60,50,15,0.08,0.006,0.0001,3,-40.9622,9959.04
50,40,100,15,0.08,0.004,0.001,4,20.8646,10020.86
45,45,100,15,0.08,0.008,0.0001,1,-42.9047,9957.1
40,45,-100,30,0.08,0.002,0.001,7,4.6868,10004.69
45,50,50,15,0.08,0.002,0.0001,4,-18.412,9981.59
40,40,50,25,0.08,0.008,0.0005,4,2.0423,10002.04
45,55,-50,20,0.08,0.008,0.0001,1,-21.8356,9978.16
40,40,-100,20,0.08,0.008,0.0001,4,1.1517,10001.15
50,55,50,30,0.08,0.004,0.0001,5,-6.8612,9993.14
40,45,-50,25,0.08,0.002,0.0005,8,5.1311,10005.13
45,45,-200,25,0.08,0.006,0.001,4,2.5397,10002.54
50,55,-200,30,0.08,0.008,0.0001,4,17.0083,10017.01
45,55,-100,25,0.08,0.002,0.0001,1,-17.4685,9982.53
50,45,-150,15,0.08,0.004,0.001,5,11.7151,10011.72
45,50,100,15,0.08,0.002,0.0005,4,-17.3522,9982.65
45,55,-150,10,0.08,0.002,0.0005,6,-5.1887,9994.81
50,45,-150,30,0.08,0.008,0.001,1,-21.3851,9978.61
50,45,100,20,0.08,0.006,0.0005,4,5.6963,10005.7
45,50,100,15,0.08,0.006,0.0001,2,-14.4137,9985.59
40,40,-100,30,0.08,0.002,0.001,5,8.908,10008.91
45,45,-100,15,0.08,0.006,0.001,6,12.0741,10012.07
40,55,-100,20,0.08,0.004,0.0001,1,-19.7825,9980.22
45,55,100,30,0.08,0.002,0.0005,5,-11.1307,9988.87
45,50,-200,20,0.08,0.002,0.0001,5,2.7892,10002.79
50,60,50,15,0.08,0.004,0.001,5,-14.7978,9985.2
45,55,-50,25,0.08,0.002,0.0005,1,-17.3154,9982.68
40,50,-200,20,0.08,0.004,0.0001,4,1.3716,10001.37
50,60,0,20,0.08,0.006,0.0001,1,-46.9372,9953.06
45,55,-50,20,0.08,0.004,0.001,1,-21.4048,9978.6
50,50,-50,20,0.08,0.002,0.001,3,-15.1872,9984.81
50,40,-150,20,0.08,0.006,0.001,4,17.683,10017.68
40,45,-50,25,0.08,0.006,0.001,4,5.2862,10005.29
50,50,-200,10,0.08,0.008,0.001,4,54.6687,10054.67
45,45,-200,15,0.08,0.008,0.0001,4,34.0166,10034.02
45,45,0,15,0.08,0.008,0.0001,1,-42.9047,9957.1
50,50,100,20,0.08,0.008,0.0001,2,-10.8103,9989.19
45,45,-50,20,0.08,0.004,0.0005,4,-0.7509,9999.25
40,55,-150,30,0.08,0.008,0.0001,1,-12.7899,9987.21
40,45,-50,20,0.08,0.002,0.0005,8,6.4139,10006.41
45,60,100,25,0.08,0.004,0.001,5,-7.6296,9992.37
50,50,50,20,0.08,0.006,0.0001,2,-10.8103,9989.19
50,45,0,10,0.08,0.004,0.001,6,19.0345,10019.03
45,60,100,25,0.08,0.002,0.0005,5,-13.1366,9986.86
40,55,50,20,0.08,0.004,0.0005,5,-10.7704,9989.23
45,45,50,25,0.08,0.006,0.0001,4,3.7551,10003.76
50,55,50,20,0.08,0.004,0.0001,5,-10.2917,9989.71
40,50,100,10,0.08,0.008,0.0001,2,-20.7511,9979.25
40,60,0,15,0.08,0.004,0.0001,2,-23.6067,9976.39
50,55,100,10,0.08,0.004,0.001,5,-17.2597,9982.74
40,50,50,30,0.08,0.008,0.001,2,-6.0223,9993.98
40,60,100,30,0.08,0.006,0.001,3,-11.453,9988.55
40,55,50,30,0.08,0.006,0.001,3,-9.8016,9990.2
40,55,-100,25,0.08,0.004,0.001,1,-15.4799,9984.52
50,60,-50,30,0.08,0.004,0.0001,1,-14.5571,9985.44
50,60,-150,30,0.08,0.008,0.0001,1,-13.0798,9986.92
40,55,-50,10,0.08,0.008,0.001,1,-38.6997,9961.3
45,60,0,20,0.08,0.004,0.0001,2,-19.7017,9980.3
45,60,-200,15,0.08,0.006,0.001,4,4.2329,10004.23
50,40,100,30,0.08,0.008,0.0005,4,1.7019,10001.7
45,55,50,15,0.08,0.004,0.001,3,-27.2293,9972.77
50,45,-200,10,0.08,0.004,0.0005,4,3.6284,10003.63
45,45,-100,10,0.08,0.006,0.0005,4,10.5037,10010.5
45,45,-150,10,0.08,0.008,0.0001,1,-65.8977,9934.1
40,50,100,25,0.08,0.002,0.0001,9,1.4588,10001.46
45,55,0,10,0.08,0.002,0.001,2,-40.1094,9959.89
40,45,-100,15,0.08,0.006,0.0005,4,7.0025,10007.0
45,60,-150,10,0.08,0.002,0.0005,6,-5.1887,9994.81
